HMDB ID	KEGG ID	reference acc.
HMDB00001	C01152	HMDB0000001
HMDB0004935	C01152	HMDB0000001
HMDB0006703	C01152	HMDB0000001
HMDB0006704	C01152	HMDB0000001
HMDB04935	C01152	HMDB0000001
HMDB06703	C01152	HMDB0000001
HMDB06704	C01152	HMDB0000001
HMDB0000001	C01152	HMDB0000001
HMDB00002	C00986	HMDB0000002
HMDB0000002	C00986	HMDB0000002
HMDB00005	C00109	HMDB0000005
HMDB0006544	C00109	HMDB0000005
HMDB06544	C00109	HMDB0000005
HMDB0000005	C00109	HMDB0000005
HMDB00008	C05984	HMDB0000008
HMDB0000008	C05984	HMDB0000008
HMDB00010	C05299	HMDB0000010
HMDB0004990	C05299	HMDB0000010
HMDB0004991	C05299	HMDB0000010
HMDB04990	C05299	HMDB0000010
HMDB04991	C05299	HMDB0000010
HMDB0000010	C05299	HMDB0000010
HMDB00011	C01089	HMDB0000011
HMDB0000011	C01089	HMDB0000011
HMDB00012	C00526	HMDB0000012
HMDB0000012	C00526	HMDB0000012
HMDB00014	C00881	HMDB0000014
HMDB0000014	C00881	HMDB0000014
HMDB00015	C05488	HMDB0000015
HMDB0000015	C05488	HMDB0000015
HMDB00016	C03205	HMDB0000016
HMDB0000016	C03205	HMDB0000016
HMDB00017	C00847	HMDB0000017
HMDB0000017	C00847	HMDB0000017
HMDB00019	C00141	HMDB0000019
HMDB0004260	C00141	HMDB0000019
HMDB04260	C00141	HMDB0000019
HMDB0000019	C00141	HMDB0000019
HMDB00020	C00642	HMDB0000020
HMDB0000020	C00642	HMDB0000020
HMDB00021	C02515	HMDB0000021
HMDB0000021	C02515	HMDB0000021
HMDB00022	C05587	HMDB0000022
HMDB0006022	C05587	HMDB0000022
HMDB06022	C05587	HMDB0000022
HMDB0000022	C05587	HMDB0000022
HMDB0000435	C06001	HMDB0000023
HMDB00023	C06001	HMDB0000023
HMDB00435	C06001	HMDB0000023
HMDB0000023	C06001	HMDB0000023
HMDB00024	C06125	HMDB0000024
HMDB0000024	C06125	HMDB0000024
HMDB00026	C02642	HMDB0000026
HMDB0000026	C02642	HMDB0000026
HMDB0002154	C00272	HMDB0000027
HMDB00027	C00272	HMDB0000027
HMDB02154	C00272	HMDB0000027
HMDB0000027	C00272	HMDB0000027
HMDB00030	C00120	HMDB0000030
HMDB0000030	C00120	HMDB0000030
HMDB00031	C00523	HMDB0000031
HMDB0000031	C00523	HMDB0000031
HMDB00032	C01164	HMDB0000032
HMDB0000032	C01164	HMDB0000032
HMDB00033	C00386	HMDB0000033
HMDB0000033	C00386	HMDB0000033
HMDB00034	C00147	HMDB0000034
HMDB0000034	C00147	HMDB0000034
HMDB00036	C05122	HMDB0000036
HMDB0000036	C05122	HMDB0000036
HMDB00037	C01780	HMDB0000037
HMDB0000037	C01780	HMDB0000037
HMDB00038	C02953	HMDB0000038
HMDB0000038	C02953	HMDB0000038
HMDB00039	C00246	HMDB0000039
HMDB0000039	C00246	HMDB0000039
HMDB00042	C00033	HMDB0000042
HMDB0000042	C00033	HMDB0000042
HMDB00043	C00719	HMDB0000043
HMDB0000043	C00719	HMDB0000043
HMDB00044	C01041	HMDB0000044
HMDB0014273	C01041	HMDB0000044
HMDB0029945	C01041	HMDB0000044
HMDB14273	C01041	HMDB0000044
HMDB29945	C01041	HMDB0000044
HMDB0000044	C01041	HMDB0000044
HMDB00045	C00020	HMDB0000045
HMDB0000045	C00020	HMDB0000045
HMDB00048	C05400 	HMDB0000048
HMDB0000048	C05400 	HMDB0000048
HMDB0004401	C00212	HMDB0000050
HMDB0004402	C00212	HMDB0000050
HMDB0004421	C00212	HMDB0000050
HMDB00050	C00212	HMDB0000050
HMDB04401	C00212	HMDB0000050
HMDB04402	C00212	HMDB0000050
HMDB04421	C00212	HMDB0000050
HMDB0000050	C00212	HMDB0000050
HMDB00051	C00014	HMDB0000051
HMDB0000051	C00014	HMDB0000051
HMDB0001006	C03406	HMDB0000052
HMDB00052	C03406	HMDB0000052
HMDB01006	C03406	HMDB0000052
HMDB0000052	C03406	HMDB0000052
HMDB00053	C00280	HMDB0000053
HMDB0000053	C00280	HMDB0000053
HMDB00055	C06422	HMDB0000055
HMDB0000055	C06422	HMDB0000055
HMDB00056	C00099	HMDB0000056
HMDB0000056	C00099	HMDB0000056
HMDB00058	C00575	HMDB0000058
HMDB0000058	C00575	HMDB0000058
HMDB00060	C00164	HMDB0000060
HMDB0000060	C00164	HMDB0000060
HMDB0001468	C00054	HMDB0000061
HMDB00061	C00054	HMDB0000061
HMDB01468	C00054	HMDB0000061
HMDB0000061	C00054	HMDB0000061
HMDB0001467	C00318	HMDB0000062
HMDB00062	C00318	HMDB0000062
HMDB01467	C00318	HMDB0000062
HMDB0000062	C00318	HMDB0000062
HMDB00063	C00735	HMDB0000063
HMDB0014879	C00735	HMDB0000063
HMDB14879	C00735	HMDB0000063
HMDB0000063	C00735	HMDB0000063
HMDB00064	C00300	HMDB0000064
HMDB0000064	C00300	HMDB0000064
HMDB0000507	C00187	HMDB0000067
HMDB00067	C00187	HMDB0000067
HMDB00507	C00187	HMDB0000067
HMDB0062453	C00187	HMDB0000067
HMDB62453	C00187	HMDB0000067
HMDB0000067	C00187	HMDB0000067
HMDB0000615	C00788	HMDB0000068
HMDB00068	C00788	HMDB0000068
HMDB00615	C00788	HMDB0000068
HMDB0000068	C00788	HMDB0000068
HMDB00070	C00408	HMDB0000070
HMDB0000070	C00408	HMDB0000070
HMDB00071	C05512	HMDB0000071
HMDB0000071	C05512	HMDB0000071
HMDB0000461	C00417	HMDB0000072
HMDB00072	C00417	HMDB0000072
HMDB00461	C00417	HMDB0000072
HMDB0000072	C00417	HMDB0000072
HMDB00073	C03758	HMDB0000073
HMDB0000073	C03758	HMDB0000073
HMDB00076	C00429	HMDB0000076
HMDB0000076	C00429	HMDB0000076
HMDB00077	C01227	HMDB0000077
HMDB0000077	C01227	HMDB0000077
HMDB00078	C01419	HMDB0000078
HMDB0028775	C01419	HMDB0000078
HMDB28775	C01419	HMDB0000078
HMDB0000078	C01419	HMDB0000078
HMDB00079	C00906	HMDB0000079
HMDB0000079	C00906	HMDB0000079
HMDB00082	C00063	HMDB0000082
HMDB0000082	C00063	HMDB0000082
HMDB00085	C00330	HMDB0000085
HMDB0000085	C00330	HMDB0000085
HMDB0000049	C00670	HMDB0000086
HMDB00049	C00670	HMDB0000086
HMDB00086	C00670	HMDB0000086
HMDB0000086	C00670	HMDB0000086
HMDB00087	C00543	HMDB0000087
HMDB0000087	C00543	HMDB0000087
HMDB00089	C02961	HMDB0000089
HMDB0000089	C02961	HMDB0000089
HMDB00092	C01026	HMDB0000092
HMDB0000092	C01026	HMDB0000092
HMDB00094	C00158	HMDB0000094
HMDB0000094	C00158	HMDB0000094
HMDB00095	C00055	HMDB0000095
HMDB0000095	C00055	HMDB0000095
HMDB00097	C00114	HMDB0000097
HMDB0000097	C00114	HMDB0000097
HMDB0003763	C00181	HMDB0000098
HMDB00098	C00181	HMDB0000098
HMDB03763	C00181	HMDB0000098
HMDB0000098	C00181	HMDB0000098
HMDB0003614	C02291	HMDB0000099
HMDB00099	C02291	HMDB0000099
HMDB03614	C02291	HMDB0000099
HMDB0000099	C02291	HMDB0000099
HMDB0005778	C00559	HMDB0000101
HMDB00101	C00559	HMDB0000101
HMDB0011722	C00559	HMDB0000101
HMDB05778	C00559	HMDB0000101
HMDB11722	C00559	HMDB0000101
HMDB0000101	C00559	HMDB0000101
HMDB00107	C01697	HMDB0000107
HMDB0000107	C01697	HMDB0000107
HMDB00108	C00469	HMDB0000108
HMDB0000108	C00469	HMDB0000108
HMDB00112	C00334	HMDB0000112
HMDB0000112	C00334	HMDB0000112
HMDB00114	C01233	HMDB0000114
HMDB0000114	C01233	HMDB0000114
HMDB0003035	C03547	HMDB0000115
HMDB00115	C03547	HMDB0000115
HMDB03035	C03547	HMDB0000115
HMDB0000115	C03547	HMDB0000115
HMDB0004285	C05582	HMDB0000118
HMDB00118	C05582	HMDB0000118
HMDB04285	C05582	HMDB0000118
HMDB0000118	C05582	HMDB0000118
HMDB00119	C00048	HMDB0000119
HMDB0000119	C00048	HMDB0000119
HMDB00121	C00504	HMDB0000121
HMDB0000121	C00504	HMDB0000121
HMDB0006564	C00031	HMDB0000122
HMDB00122	C00031	HMDB0000122
HMDB06564	C00031	HMDB0000122
HMDB0000122	C00031	HMDB0000122
HMDB00123	C00037	HMDB0000123
HMDB0000123	C00037	HMDB0000123
HMDB00124	C00085	HMDB0000124
HMDB0000124	C00085	HMDB0000124
HMDB0001463	C02471	HMDB0000125
HMDB0006960	C02471	HMDB0000125
HMDB00125	C02471	HMDB0000125
HMDB01463	C02471	HMDB0000125
HMDB06960	C02471	HMDB0000125
HMDB0000125	C02471	HMDB0000125
HMDB0002722	C00093	HMDB0000126
HMDB00126	C00093	HMDB0000126
HMDB02722	C00093	HMDB0000126
HMDB0000126	C00093	HMDB0000126
HMDB00127	C00191	HMDB0000127
HMDB0000127	C00191	HMDB0000127
HMDB00128	C00581	HMDB0000128
HMDB0000128	C00581	HMDB0000128
HMDB00130	C00544	HMDB0000130
HMDB0000130	C00544	HMDB0000130
HMDB00131	C00116	HMDB0000131
HMDB0000131	C00116	HMDB0000131
HMDB00132	C00242	HMDB0000132
HMDB0000132	C00242	HMDB0000132
HMDB00133	C00387	HMDB0000133
HMDB0000133	C00387	HMDB0000133
HMDB00134	C00122	HMDB0000134
HMDB0000134	C00122	HMDB0000134
HMDB00138	C01921	HMDB0000138
HMDB0000138	C01921	HMDB0000138
HMDB00139	C00258	HMDB0000139
HMDB0000139	C00258	HMDB0000139
HMDB00140	C01190	HMDB0000140
HMDB0000140	C01190	HMDB0000140
HMDB00142	C00058	HMDB0000142
HMDB0000142	C00058	HMDB0000142
HMDB0005762	C00984	HMDB0000143
HMDB00143	C00984	HMDB0000143
HMDB05762	C00984	HMDB0000143
HMDB0000143	C00984	HMDB0000143
HMDB0004449	C00468	HMDB0000145
HMDB00145	C00468	HMDB0000145
HMDB04449	C00468	HMDB0000145
HMDB0000145	C00468	HMDB0000145
HMDB00148	C00025	HMDB0000148
HMDB0000148	C00025	HMDB0000148
HMDB00149	C00189	HMDB0000149
HMDB0000149	C00189	HMDB0000149
HMDB00150	C00198	HMDB0000150
HMDB0000150	C00198	HMDB0000150
HMDB0004481	C00951	HMDB0000151
HMDB00151	C00951	HMDB0000151
HMDB04481	C00951	HMDB0000151
HMDB0000151	C00951	HMDB0000151
HMDB00152	C00628	HMDB0000152
HMDB0000152	C00628	HMDB0000152
HMDB00153	C05141	HMDB0000153
HMDB0000153	C05141	HMDB0000153
HMDB00156	C00149	HMDB0000156
HMDB0000156	C00149	HMDB0000156
HMDB00157	C00262	HMDB0000157
HMDB0000157	C00262	HMDB0000157
HMDB0000647	C00082	HMDB0000158
HMDB00158	C00082	HMDB0000158
HMDB00647	C00082	HMDB0000158
HMDB0000158	C00082	HMDB0000158
HMDB0000612	C00079	HMDB0000159
HMDB00159	C00079	HMDB0000159
HMDB00612	C00079	HMDB0000159
HMDB0000159	C00079	HMDB0000159
HMDB00161	C00041	HMDB0000161
HMDB0000161	C00041	HMDB0000161
HMDB00162	C00148	HMDB0000162
HMDB0000162	C00148	HMDB0000162
HMDB00163	C00208	HMDB0000163
HMDB0000163	C00208	HMDB0000163
HMDB0002983	C00218	HMDB0000164
HMDB00164	C00218	HMDB0000164
HMDB0060291	C00218	HMDB0000164
HMDB02983	C00218	HMDB0000164
HMDB60291	C00218	HMDB0000164
HMDB0000164	C00218	HMDB0000164
HMDB00167	C00188	HMDB0000167
HMDB0000167	C00188	HMDB0000167
HMDB00168	C00152	HMDB0000168
HMDB0000168	C00152	HMDB0000168
HMDB00169	C00159	HMDB0000169
HMDB0000169	C00159	HMDB0000169
HMDB00172	C00407	HMDB0000172
HMDB0000172	C00407	HMDB0000172
HMDB00174	C00507	HMDB0000174
HMDB0000174	C00507	HMDB0000174
HMDB00175	C00130	HMDB0000175
HMDB0000175	C00130	HMDB0000175
HMDB00176	C00122	HMDB0000176
HMDB0000176	C00122	HMDB0000176
HMDB0003412	C00135	HMDB0000177
HMDB00177	C00135	HMDB0000177
HMDB03412	C00135	HMDB0000177
HMDB0000177	C00135	HMDB0000177
HMDB00181	C00355	HMDB0000181
HMDB0000181	C00355	HMDB0000181
HMDB00182	C00047	HMDB0000182
HMDB0000182	C00047	HMDB0000182
HMDB0005761	C00243	HMDB0000186
HMDB00186	C00243	HMDB0000186
HMDB05761	C00243	HMDB0000186
HMDB0000186	C00243	HMDB0000186
HMDB0000589	C00065	HMDB0000187
HMDB00187	C00065	HMDB0000187
HMDB00589	C00065	HMDB0000187
HMDB0000187	C00065	HMDB0000187
HMDB00189	C00081	HMDB0000189
HMDB0000189	C00081	HMDB0000189
HMDB0003328	C00256	HMDB0000190
HMDB00190	C00256	HMDB0000190
HMDB0062492	C00256	HMDB0000190
HMDB03328	C00256	HMDB0000190
HMDB62492	C00256	HMDB0000190
HMDB0000190	C00256	HMDB0000190
HMDB00191	C00049	HMDB0000191
HMDB0000191	C00049	HMDB0000191
HMDB00192	C00491	HMDB0000192
HMDB0000192	C00491	HMDB0000192
HMDB00193	C00311	HMDB0000193
HMDB0000193	C00311	HMDB0000193
HMDB00194	C01262	HMDB0000194
HMDB0000194	C01262	HMDB0000194
HMDB00195	C00294	HMDB0000195
HMDB0000195	C00294	HMDB0000195
HMDB00197	C00954	HMDB0000197
HMDB0000197	C00954	HMDB0000197
HMDB00202	C02170	HMDB0000202
HMDB0000202	C02170	HMDB0000202
HMDB0001237	C00166	HMDB0000205
HMDB00205	C00166	HMDB0000205
HMDB0031629	C00166	HMDB0000205
HMDB01237	C00166	HMDB0000205
HMDB31629	C00166	HMDB0000205
HMDB0000205	C00166	HMDB0000205
HMDB00206	C02727	HMDB0000206
HMDB0000206	C02727	HMDB0000206
HMDB0002066	C00712	HMDB0000207
HMDB00207	C00712	HMDB0000207
HMDB02066	C00712	HMDB0000207
HMDB0000207	C00712	HMDB0000207
HMDB0002812	C00026	HMDB0000208
HMDB00208	C00026	HMDB0000208
HMDB02812	C00026	HMDB0000208
HMDB0000208	C00026	HMDB0000208
HMDB0001326	C07086	HMDB0000209
HMDB00209	C07086	HMDB0000209
HMDB01326	C07086	HMDB0000209
HMDB0000209	C07086	HMDB0000209
HMDB00210	C00864	HMDB0000210
HMDB0062717	C00864	HMDB0000210
HMDB62717	C00864	HMDB0000210
HMDB0000210	C00864	HMDB0000210
HMDB0002256	C00137	HMDB0000211
HMDB00211	C00137	HMDB0000211
HMDB02256	C00137	HMDB0000211
HMDB0000211	C00137	HMDB0000211
HMDB0000835	C01074	HMDB0000212
HMDB00212	C01074	HMDB0000212
HMDB00835	C01074	HMDB0000212
HMDB0000212	C01074	HMDB0000212
HMDB00213	C04006	HMDB0000213
HMDB0000213	C04006	HMDB0000213
HMDB0000818	C00077	HMDB0000214
HMDB0004984	C00077	HMDB0000214
HMDB00214	C00077	HMDB0000214
HMDB00818	C00077	HMDB0000214
HMDB04984	C00077	HMDB0000214
HMDB0000214	C00077	HMDB0000214
HMDB0000533	C00140	HMDB0000215
HMDB0014288	C00140	HMDB0000215
HMDB00215	C00140	HMDB0000215
HMDB00533	C00140	HMDB0000215
HMDB14288	C00140	HMDB0000215
HMDB0000215	C00140	HMDB0000215
HMDB00216	C00547	HMDB0000216
HMDB0000216	C00547	HMDB0000216
HMDB00217	C00006	HMDB0000217
HMDB0000217	C00006	HMDB0000217
HMDB00218	C01103	HMDB0000218
HMDB0000218	C01103	HMDB0000218
HMDB00220	C00249	HMDB0000220
HMDB0060083	C00249	HMDB0000220
HMDB60083	C00249	HMDB0000220
HMDB0000220	C00249	HMDB0000220
HMDB0000799	C00005	HMDB0000221
HMDB0006341	C00005	HMDB0000221
HMDB00221	C00005	HMDB0000221
HMDB00799	C00005	HMDB0000221
HMDB06341	C00005	HMDB0000221
HMDB0000221	C00005	HMDB0000221
HMDB0000846	C02990	HMDB0000222
HMDB00222	C02990	HMDB0000222
HMDB00846	C02990	HMDB0000222
HMDB0000222	C02990	HMDB0000222
HMDB00223	C00036	HMDB0000223
HMDB0000223	C00036	HMDB0000223
HMDB0012279	C00346	HMDB0000224
HMDB00224	C00346	HMDB0000224
HMDB0060151	C00346	HMDB0000224
HMDB0060152	C00346	HMDB0000224
HMDB12279	C00346	HMDB0000224
HMDB60151	C00346	HMDB0000224
HMDB60152	C00346	HMDB0000224
HMDB0000224	C00346	HMDB0000224
HMDB00225	C00322	HMDB0000225
HMDB0000225	C00322	HMDB0000225
HMDB00226	C00295	HMDB0000226
HMDB0000226	C00295	HMDB0000226
HMDB00227	C00418	HMDB0000227
HMDB0000227	C00418	HMDB0000227
HMDB00228	C15584	HMDB0000228
HMDB0000228	C15584	HMDB0000228
HMDB00229	C00455	HMDB0000229
HMDB0000229	C00455	HMDB0000229
HMDB0000800	C19910	HMDB0000230
HMDB00230	C19910	HMDB0000230
HMDB00800	C19910	HMDB0000230
HMDB0000230	C19910	HMDB0000230
HMDB00232	C03722	HMDB0000232
HMDB0000232	C03722	HMDB0000232
HMDB00235	C00378	HMDB0000235
HMDB0000235	C00378	HMDB0000235
HMDB00237	C00163	HMDB0000237
HMDB0000237	C00163	HMDB0000237
HMDB00238	C00835	HMDB0000238
HMDB0000238	C00835	HMDB0000238
HMDB0002075	C00314	HMDB0000239
HMDB00239	C00314	HMDB0000239
HMDB02075	C00314	HMDB0000239
HMDB0000239	C00314	HMDB0000239
HMDB00240	C00094	HMDB0000240
HMDB0000240	C00094	HMDB0000240
HMDB00241	C02191	HMDB0000241
HMDB0000241	C02191	HMDB0000241
HMDB00243	C00022	HMDB0000243
HMDB0000243	C00022	HMDB0000243
HMDB00244	C00255	HMDB0000244
HMDB0000244	C00255	HMDB0000244
HMDB00245	C00931	HMDB0000245
HMDB0000245	C00931	HMDB0000245
HMDB00247	C00794	HMDB0000247
HMDB0000247	C00794	HMDB0000247
HMDB0001918	C01829	HMDB0000248
HMDB00248	C01829	HMDB0000248
HMDB01918	C01829	HMDB0000248
HMDB0000248	C01829	HMDB0000248
HMDB00250	C00013	HMDB0000250
HMDB0000250	C00013	HMDB0000250
HMDB00251	C00245	HMDB0000251
HMDB0000251	C00245	HMDB0000251
HMDB00252	C00319	HMDB0000252
HMDB0000252	C00319	HMDB0000252
HMDB00253	C01953	HMDB0000253
HMDB0000253	C01953	HMDB0000253
HMDB00254	C00042	HMDB0000254
HMDB0000254	C00042	HMDB0000254
HMDB00256	C00751	HMDB0000256
HMDB0000256	C00751	HMDB0000256
HMDB00257	C05529	HMDB0000257
HMDB0000257	C05529	HMDB0000257
HMDB00258	C00089	HMDB0000258
HMDB0000258	C00089	HMDB0000258
HMDB00259	C00780	HMDB0000259
HMDB0000259	C00780	HMDB0000259
HMDB00262	C00178	HMDB0000262
HMDB0000262	C00178	HMDB0000262
HMDB00263	C00074	HMDB0000263
HMDB0000263	C00074	HMDB0000263
HMDB0006780	C02465	HMDB0000265
HMDB00265	C02465	HMDB0000265
HMDB06780	C02465	HMDB0000265
HMDB0000265	C02465	HMDB0000265
HMDB00267	C01879	HMDB0000267
HMDB0000267	C01879	HMDB0000267
HMDB00268	C05476	HMDB0000268
HMDB0000268	C05476	HMDB0000268
HMDB00269	C00836	HMDB0000269
HMDB0000269	C00836	HMDB0000269
HMDB00271	C00213	HMDB0000271
HMDB0000271	C00213	HMDB0000271
HMDB00272	C01005	HMDB0000272
HMDB0000272	C01005	HMDB0000272
HMDB00273	C00214	HMDB0000273
HMDB0000273	C00214	HMDB0000273
HMDB00277	C06124	HMDB0000277
HMDB0062531	C06124	HMDB0000277
HMDB62531	C06124	HMDB0000277
HMDB0000277	C06124	HMDB0000277
HMDB00279	C00449	HMDB0000279
HMDB0000279	C00449	HMDB0000279
HMDB00280	C00119	HMDB0000280
HMDB0000280	C00119	HMDB0000280
HMDB0012194	C00121	HMDB0000283
HMDB00283	C00121	HMDB0000283
HMDB12194	C00121	HMDB0000283
HMDB0000283	C00121	HMDB0000283
HMDB00285	C00075	HMDB0000285
HMDB0000285	C00075	HMDB0000285
HMDB00286	C00029	HMDB0000286
HMDB0000286	C00029	HMDB0000286
HMDB00288	C00105	HMDB0000288
HMDB0000288	C00105	HMDB0000288
HMDB00289	C00366	HMDB0000289
HMDB0000289	C00366	HMDB0000289
HMDB00290	C00043	HMDB0000290
HMDB0000290	C00043	HMDB0000290
HMDB00291	C05584	HMDB0000291
HMDB0000291	C05584	HMDB0000291
HMDB00292	C00385	HMDB0000292
HMDB0000292	C00385	HMDB0000292
HMDB00293	C00700	HMDB0000293
HMDB0000293	C00700	HMDB0000293
HMDB00294	C00086	HMDB0000294
HMDB0000294	C00086	HMDB0000294
HMDB00295	C00015	HMDB0000295
HMDB0000295	C00015	HMDB0000295
HMDB00296	C00299	HMDB0000296
HMDB0000296	C00299	HMDB0000296
HMDB00299	C01762	HMDB0000299
HMDB0000299	C01762	HMDB0000299
HMDB00300	C00106	HMDB0000300
HMDB0000300	C00106	HMDB0000300
HMDB0002280	C00785	HMDB0000301
HMDB00301	C00785	HMDB0000301
HMDB02280	C00785	HMDB0000301
HMDB0000301	C00785	HMDB0000301
HMDB00302	C00052	HMDB0000302
HMDB0000302	C00052	HMDB0000302
HMDB00303	C00398	HMDB0000303
HMDB0060064	C00398	HMDB0000303
HMDB60064	C00398	HMDB0000303
HMDB0000303	C00398	HMDB0000303
HMDB00304	C00203	HMDB0000304
HMDB0000304	C00203	HMDB0000304
HMDB00305	C19962	HMDB0000305
HMDB0000305	C19962	HMDB0000305
HMDB00306	C00483	HMDB0000306
HMDB0000306	C00483	HMDB0000306
HMDB00313	C05300	HMDB0000313
HMDB0000313	C05300	HMDB0000313
HMDB00315	C06390  	HMDB0000315
HMDB0000315	C06390  	HMDB0000315
HMDB0005870	C05576	HMDB0000318
HMDB00318	C05576	HMDB0000318
HMDB05870	C05576	HMDB0000318
HMDB0000318	C05576	HMDB0000318
HMDB00319	C01124	HMDB0000319
HMDB0000319	C01124	HMDB0000319
HMDB00321	C02360	HMDB0000321
HMDB0000321	C02360	HMDB0000321
HMDB00335	C05300	HMDB0000335
HMDB0000335	C05300	HMDB0000335
HMDB0003962	C05301	HMDB0000338
HMDB00338	C05301	HMDB0000338
HMDB03962	C05301	HMDB0000338
HMDB0000338	C05301	HMDB0000338
HMDB00343	C05298	HMDB0000343
HMDB0000343	C05298	HMDB0000343
HMDB00352	C05139	HMDB0000352
HMDB0000352	C05139	HMDB0000352
HMDB00355	C03761	HMDB0000355
HMDB0000355	C03761	HMDB0000355
HMDB00357	C01089	HMDB0000357
HMDB0000357	C01089	HMDB0000357
HMDB00361	C17660	HMDB0000361
HMDB0000361	C17660	HMDB0000361
HMDB00363	C05138	HMDB0000363
HMDB0000363	C05138	HMDB0000363
HMDB0006053	C17727	HMDB0000364
HMDB00364	C17727	HMDB0000364
HMDB06053	C17727	HMDB0000364
HMDB0000364	C17727	HMDB0000364
HMDB00365	C07635	HMDB0000365
HMDB0000365	C07635	HMDB0000365
HMDB00370	C05672	HMDB0000370
HMDB0000370	C05672	HMDB0000370
HMDB00372	C14441	HMDB0000372
HMDB0000372	C14441	HMDB0000372
HMDB00374	C01176	HMDB0000374
HMDB0000374	C01176	HMDB0000374
HMDB00375	C11457	HMDB0000375
HMDB0000375	C11457	HMDB0000375
HMDB00383	C07632	HMDB0000383
HMDB0000383	C07632	HMDB0000383
HMDB00397	C00196	HMDB0000397
HMDB0000397	C00196	HMDB0000397
HMDB00398	C00846	HMDB0000398
HMDB0000398	C00846	HMDB0000398
HMDB00402	C02504	HMDB0000402
HMDB0000402	C02504	HMDB0000402
HMDB00405	C05302	HMDB0000405
HMDB0000405	C05302	HMDB0000405
HMDB00406	C14383	HMDB0000406
HMDB0000406	C14383	HMDB0000406
HMDB00411	C17646	HMDB0000411
HMDB0000411	C17646	HMDB0000411
HMDB00415	C17726	HMDB0000415
HMDB0000415	C17726	HMDB0000415
HMDB00423	C10447	HMDB0000423
HMDB0000423	C10447	HMDB0000423
HMDB00426	C00815	HMDB0000426
HMDB0000426	C00815	HMDB0000426
HMDB00429	C02537	HMDB0000429
HMDB0000429	C02537	HMDB0000429
HMDB00440	C05593	HMDB0000440
HMDB0000440	C05593	HMDB0000440
HMDB0000758	C03197	HMDB0000442
HMDB0011597	C03197	HMDB0000442
HMDB00442	C03197	HMDB0000442
HMDB00758	C03197	HMDB0000442
HMDB11597	C03197	HMDB0000442
HMDB0000442	C03197	HMDB0000442
HMDB00445	C06768	HMDB0000445
HMDB0000445	C06768	HMDB0000445
HMDB00446	C12989   	HMDB0000446
HMDB0000446	C12989   	HMDB0000446
HMDB00447	C15568	HMDB0000447
HMDB0000447	C15568	HMDB0000447
HMDB0004862	C06104	HMDB0000448
HMDB00448	C06104	HMDB0000448
HMDB04862	C06104	HMDB0000448
HMDB0000448	C06104	HMDB0000448
HMDB0006827	C16741	HMDB0000450
HMDB00450	C16741	HMDB0000450
HMDB06827	C16741	HMDB0000450
HMDB0000450	C16741	HMDB0000450
HMDB0000581	C02356	HMDB0000452
HMDB0005815	C02356	HMDB0000452
HMDB00452	C02356	HMDB0000452
HMDB00581	C02356	HMDB0000452
HMDB05815	C02356	HMDB0000452
HMDB0000452	C02356	HMDB0000452
HMDB00455	C00542	HMDB0000455
HMDB0000455	C00542	HMDB0000455
HMDB00462	C01551	HMDB0000462
HMDB0000462	C01551	HMDB0000462
HMDB00464	C00076	HMDB0000464
HMDB0000464	C00076	HMDB0000464
HMDB00466	C08313	HMDB0000466
HMDB0000466	C08313	HMDB0000466
HMDB00468	C06313	HMDB0000468
HMDB0000468	C06313	HMDB0000468
HMDB00469	C03088	HMDB0000469
HMDB0000469	C03088	HMDB0000469
HMDB0000504	C00643	HMDB0000472
HMDB0015571	C00643	HMDB0000472
HMDB00472	C00643	HMDB0000472
HMDB00504	C00643	HMDB0000472
HMDB15571	C00643	HMDB0000472
HMDB0000472	C00643	HMDB0000472
HMDB00474	C02845	HMDB0000474
HMDB0000474	C02845	HMDB0000474
HMDB00479	C01152	HMDB0000479
HMDB0000479	C01152	HMDB0000479
HMDB00482	C06423	HMDB0000482
HMDB0000482	C06423	HMDB0000482
HMDB00484	C06672	HMDB0000484
HMDB0000484	C06672	HMDB0000484
HMDB0001515	C04540	HMDB0000489
HMDB00489	C04540	HMDB0000489
HMDB01515	C04540	HMDB0000489
HMDB0000489	C04540	HMDB0000489
HMDB00490	C04373	HMDB0000490
HMDB0000490	C04373	HMDB0000490
HMDB0001962	C03465	HMDB0000491
HMDB0002254	C03465	HMDB0000491
HMDB0003736	C03465	HMDB0000491
HMDB0004750	C03465	HMDB0000491
HMDB00491	C03465	HMDB0000491
HMDB01962	C03465	HMDB0000491
HMDB02254	C03465	HMDB0000491
HMDB03736	C03465	HMDB0000491
HMDB04750	C03465	HMDB0000491
HMDB0000491	C03465	HMDB0000491
HMDB0002073	C00698	HMDB0000492
HMDB00492	C00698	HMDB0000492
HMDB02073	C00698	HMDB0000492
HMDB0000492	C00698	HMDB0000492
HMDB00493	C12525	HMDB0000493
HMDB0000493	C12525	HMDB0000493
HMDB00495	C07632	HMDB0000495
HMDB0000495	C07632	HMDB0000495
HMDB00496	C03033	HMDB0000496
HMDB0000496	C03033	HMDB0000496
HMDB00500	C00156	HMDB0000500
HMDB0000500	C00156	HMDB0000500
HMDB00505	C00695	HMDB0000505
HMDB0000505	C00695	HMDB0000505
HMDB00508	C00474	HMDB0000508
HMDB0000508	C00474	HMDB0000508
HMDB00510	C00956	HMDB0000510
HMDB0000510	C00956	HMDB0000510
HMDB00511	C01571	HMDB0000511
HMDB0000511	C01571	HMDB0000511
